launch_speed,launch_angle,estimated_ba_using_speedangle
99.7,39,0.166
63.5,-20,0.043
89.6,48,0.006
67,-28,0.046
73.1,-40,0.089
83.1,49,0.009
99.5,40,0.137
82.8,7,0.4
95.4,26,0.2
85.6,68,0.006
82.7,29,0.071
108.9,17,0.663
86.8,-19,0.091
82.2,-9,0.1
89.5,-20,0.091
98,21,0.32
67,66,0.001
88.6,59,0.029
97.3,17,0.474
107.7,3,0.537
94.7,62,0.014
84.9,7,0.426
99,29,0.506
80.7,39,0.011
93.7,1,0.374
78.6,16,0.886
61.3,60,0.003
101.2,-4,0.334
87.5,23,0.24
93.8,15,0.894
97.5,8,0.609
97,56,0.014
83,36,0.014
94.9,-28,0.08
92.5,2,0.411
111.8,8,0.777
86.5,8,0.451
82.5,66,0.001
92.1,75,0.001
72.8,-40,0.089
85.8,31,0.054
82,15,0.934
106.4,7,0.66
74.5,30,0.371
100.5,22,0.42
82.6,54,0.014
86.2,9,0.451
93.5,27,0.151
109,13,0.826
84.8,-26,0.051
110,13,0.826
100.3,65,0.014
105.6,-22,0.186
86.9,-31,0.074
87.9,-34,0.06
68.6,61,0.009
99.8,34,0.369
95,-18,0.117
82,-4,0.174
89.2,-9,0.16
102.2,18,0.434
59.9,-31,0.066
61.5,44,0.266
74.1,-5,0.114
91.8,69,0.011
98,-44,0.131
78.8,11,0.426
62.8,59,0.009
82.4,7,0.4
86.9,26,0.111
101.3,-12,0.229
101.2,34,0.409
90,65,0.001
76.1,76,0.001
103.6,-12,0.297
91.9,-34,0.054
107.8,20,0.849
87.8,56,0.009
93.7,53,0.009
78.7,40,0.049
97.3,16,0.683
102.1,27,0.789
66.4,13,0.283
90.6,35,0.043
106.5,20,0.769
67.9,-29,0.054
106.7,2,0.489
69.5,-30,0.057
98.1,-15,0.229
66.6,84,0.003
93.9,37,0.086
78.1,-16,0.057
95.7,21,0.303
89.1,-14,0.114
76.3,39,0.097
84.2,76,0.014
93.5,25,0.146
86.5,9,0.517
65.8,-5,0.097
104.6,-9,0.314
95,-19,0.126
78.2,23,0.757
83.1,4,0.306
102.4,-42,0.106
68.7,67,0.003
100,36,0.334
82.9,-13,0.097
67.6,9,0.217
106,-14,0.26
86.4,58,0.02
50.4,-51,0.209
86.4,-35,0.057
85.3,52,0.026
102.5,16,0.569
102.5,-11,0.274
103.5,9,0.763
104.7,22,0.843
60.4,67,0.001
102.1,36,0.426
82.4,36,0.029
89.5,-23,0.071
38.5,39,0.203
85.9,8,0.437
87.5,40,0.006
86.5,55,0.011
104,-19,0.189
104.9,29,0.886
101.3,9,0.674
100.7,1,0.443
78.9,40,0.049
91.1,77,0.009
81.5,65,0.001
104.8,8,0.686
63.2,58,0.014
84.8,-38,0.06
99.5,40,0.086
65.7,-17,0.031
68.2,-16,0.057
89.2,21,0.303
68.9,11,0.289
84.8,13,0.789
61.8,13,0.229
92.2,-20,0.149
90.7,17,0.777
97.1,25,0.283
85.6,61,0.02
77.4,-29,0.051
104.7,3,0.571
79.3,37,0.04
71.1,-52,0.234
85.9,62,0.02
72.3,25,0.969
85.4,74,0.001
67.8,28,0.983
84.3,20,0.769
105.9,24,0.934
75,-3,0.114
89.7,25,0.126
108.2,8,0.683
33.5,-53,0.246
97.3,10,0.7
73,33,0.371
78.1,31,0.123
84.8,19,0.846
89.5,-16,0.106
95.8,14,0.92
73.1,18,0.9
109.4,1,0.531
101,-12,0.229
79.4,48,0.069
103.8,-14,0.251
103.6,0,0.429
96.3,46,0.001
95.1,2,0.469
94.4,-16,0.151
67.2,-55,0.269
87.6,63,0.009
66.2,-44,0.146
75.3,-5,0.106
87.3,35,0.014
53.3,-28,0.109
85.5,-44,0.08
92.9,27,0.117
110.6,11,0.929
87.5,59,0.02
102.7,12,0.937
88.4,53,0.017
82.1,77,0.011
82.1,70,0.001
63.9,50,0.131
76.1,45,0.109
64.4,34,0.697
102.7,6,0.634
77.9,68,0.003
106.6,7,0.68
98.1,24,0.417
97.5,24,0.323
94.9,-25,0.074
98.8,26,0.491
71.6,0,0.12
107.2,-19,0.214
77,-56,0.294
109.7,21,0.957
91,26,0.094
88.5,32,0.043
78.9,34,0.046
86.2,41,0.009
101.8,-12,0.254
76.8,-47,0.12
93,-7,0.191
85.2,-4,0.189
90.2,-23,0.071
85.5,-3,0.149
76.4,-2,0.109
96,-14,0.22
72.6,-2,0.089
99.4,41,0.091
90.1,-17,0.126
77.6,16,0.854
99.2,-17,0.166
69.6,-45,0.129
81.5,-17,0.077
68.5,-28,0.04
83,-32,0.054
98.3,30,0.42
82.5,29,0.114
92,60,0.009
77.5,45,0.077
97.9,23,0.317
111.1,-6,0.449
100.2,-14,0.209
94,-7,0.186
81.9,-7,0.137
89.9,37,0.034
73.8,-3,0.089
99.6,-14,0.209
104,10,0.837
103.2,30,0.76
83.3,60,0.011
95.7,20,0.343
57.3,48,0.077
109.5,13,0.826
76.8,53,0.069
99.8,52,0.014
98.7,4,0.497
103.3,0,0.431
103.7,30,0.883
86.7,14,0.951
60.8,24,0.451
74.4,50,0.103
100,-6,0.257
100.6,-15,0.186
61.6,40,0.334
97.5,3,0.474
81.8,-13,0.091
103.2,14,0.757
88.4,-3,0.206
89.4,9,0.571
90.4,16,0.94
97.9,17,0.443
56.5,-28,0.074
86.3,-28,0.046
81.9,74,0.003
83.5,-62,0.334
93.4,-8,0.191
94.7,17,0.491
74.5,-31,0.074
110.3,-10,0.351
100.3,33,0.449
115.5,19,0.923
90.3,-10,0.154
106.7,0,0.474
101.2,19,0.357
80.7,38,0.014
62,22,0.477
103.4,17,0.463
97,24,0.323
78.3,29,0.206
108.2,9,0.737
72.6,-55,0.254
99.2,2,0.457
96.4,37,0.114
70.4,-18,0.071
92.2,-14,0.129
88.5,22,0.26
87.9,4,0.446
97.4,19,0.346
69.9,24,0.986
78.1,-27,0.037
97.9,59,0.034
95.7,21,0.303
79.3,41,0.046
90.5,29,0.06
65.1,10,0.211
60.2,-62,0.251
106.6,12,0.891
96.4,-27,0.111
91.7,-3,0.231
100.6,13,0.906
94,40,0.017
96.1,23,0.211
75.5,14,0.537
89,55,0.014
109.9,4,0.654
79.7,15,0.837
55.5,-15,0.066
91.2,-12,0.123
80.2,-59,0.32
72.1,14,0.403
86.4,-13,0.1
99.7,18,0.389
84.4,55,0.014
88.5,5,0.383
84.4,33,0.02
101.7,24,0.623
89.4,8,0.577
101.6,20,0.494
78.7,-3,0.123
81,18,0.983
83.8,28,0.083
96.7,24,0.323
104.9,10,0.829
97.2,17,0.474
81.6,53,0.014
65,-58,0.277
104.1,13,0.911
78.3,-13,0.071
84.2,60,0.011
,-75,
101.2,9,0.674
88.9,45,0.011
99.7,32,0.497
105,3,0.571
100.6,18,0.391
80.1,83,0.003
82.4,23,0.52
74.2,-17,0.06
108.2,-6,0.363
100.3,7,0.617
100.7,15,0.709
79.8,-32,0.054
93.2,41,0.011
70.9,-6,0.091
101.5,44,0.077
105.8,-10,0.331
97.4,39,0.097
87.7,69,0.001
100.1,9,0.666
93.4,56,0.009
87,39,0.011
97.1,48,0.006
56,-30,0.086
78.5,23,0.757
99.5,9,0.666
97.8,-1,0.397
102,42,0.149
84.5,22,0.449
94.9,33,0.117
88.2,72,0.003
101.9,40,0.217
87.2,16,0.989
65.6,71,0.001
107.5,11,0.937
92.9,54,0.006
85.4,49,0.009
70.7,-56,0.269
96.6,-8,0.251
102.5,16,0.569
105.1,-2,0.411
98.2,-2,0.331
74,60,0.02
92.3,40,0.011
86.2,-51,0.137
100.7,-12,0.229
69.9,-11,0.063
92.6,6,0.517
81.8,74,0.003
95.5,0,0.349
97,-7,0.231
96.6,-2,0.36
104.7,2,0.497
80.9,14,0.78
103.6,16,0.574
81.3,7,0.351
108.6,-20,0.157
85.6,1,0.269
85,19,0.846
98,29,0.409
98,-6,0.28
68.4,27,0.986
83.4,-37,0.069
104.4,3,0.514
88.8,-8,0.151
95.2,46,0.006
102.7,10,0.814
101.3,16,0.563
107.3,26,0.969
78,62,0.006
97.3,46,0.009
113.3,15,0.751
106.7,10,0.834
96.2,70,0.006
84.2,-19,0.069
104.1,-15,0.217
105.9,-2,0.431
87.2,62,0.017
72.5,24,0.957
93.6,52,0.006
97.2,15,0.786
79.5,24,0.514
99.1,5,0.577
100,10,0.774
101.5,-11,0.234
104.8,35,0.737
95.4,-21,0.126
106.5,-18,0.206
99.7,44,0.057
101.6,-6,0.266
98.2,-7,0.24
65.4,64,0.003
104.8,25,0.929
107.8,10,0.851
84,35,0.014
56.8,-53,0.226
87.4,30,0.057
101.8,9,0.729
95.7,-7,0.183
94.9,10,0.709
86.5,69,0.001
101.6,11,0.92
93.7,24,0.16
83.5,3,0.306
95.8,57,0.023
83.1,39,0.011
97.8,50,0.003
87,-22,0.111
82.4,-6,0.14
80.1,-10,0.1
50.6,-75,0.16
84.5,61,0.017
87.2,41,0.003
107.9,4,0.606
79.4,51,0.034
106.8,-2,0.437
82.1,-24,0.071
103.5,6,0.634
68.8,32,0.863
102.8,26,0.811
93.6,37,0.086
109.2,26,0.983
81.6,21,0.754
65.2,-56,0.28
78.9,49,0.06
100,-7,0.223
89.8,44,0.009
97.7,17,0.443
83.5,7,0.391
79.1,-4,0.114
93.3,19,0.446
100,-20,0.129
74.3,40,0.211
104.6,6,0.626
96.2,29,0.266
76.7,52,0.06
100.7,36,0.406
80.5,-26,0.04
91,44,0.011
105.9,4,0.591
78.5,80,0.003
89,7,0.506
92.7,-18,0.114
102.7,-1,0.454
70.5,-16,0.043
79.8,67,0.001
76.4,83,0.003
78.1,-18,0.066
80.1,-1,0.177
95.8,33,0.171
66.5,-4,0.089
101.6,25,0.669
95,21,0.257
105.7,19,0.683
90,1,0.269
50.7,-62,0.234
93.1,25,0.157
60.3,-48,0.197
107.1,2,0.489
75.5,19,0.977
101.3,12,0.934
88.4,23,0.209
95.1,31,0.171
105.3,23,0.857
69.4,29,0.949
105.2,5,0.597
100.3,36,0.334
101.6,6,0.603
91.3,-14,0.123
99.5,6,0.597
103.8,24,0.829
85,19,0.846
89.2,54,0.014
106.4,18,0.563
78.4,-32,0.049
82.5,-11,0.094
93.5,45,0.009
102,-1,0.466
102.5,22,0.571
101,11,0.909
71.3,13,0.331
97.8,57,0.02
96.1,45,0.006
107.3,2,0.489
99.4,5,0.577
103,28,0.76
102.6,30,0.76
104.4,-2,0.374
97.7,-15,0.229
97.8,1,0.423
58.1,-60,0.283
111.2,8,0.751
101.9,19,0.42
103.6,30,0.883
88.2,-12,0.143
101.1,11,0.909
104.1,17,0.517
74.1,-6,0.094
65.9,53,0.06
72.4,22,0.96
84.2,38,0.017
96.2,-11,0.183
97.2,32,0.28
84,15,0.946
89.6,55,0.014
91,-28,0.071
84.2,33,0.02
101.3,-20,0.154
106.5,-1,0.44
79.2,36,0.023
79,-1,0.16
111.5,1,0.569
78,-32,0.049
94.3,51,0.003
101.1,28,0.646
67,-36,0.089
84.4,39,0.017
100.3,17,0.494
106.8,16,0.643
109.9,-14,0.26
83,85,0.001
102.4,5,0.563
100.9,-21,0.111
99.3,7,0.586
94.2,22,0.211
77.7,0,0.137
84.9,36,0.009
79.2,85,0.001
110.8,4,0.629
105.6,11,0.92
84.1,69,0.006
78.2,36,0.066
92.1,18,0.614
73.6,60,0.02
98.9,48,0.009
102.6,-14,0.237
90.1,-2,0.28
107.8,41,0.531
107.8,12,0.931
101.6,40,0.217
100.4,44,0.057
74.6,24,0.886
93.4,25,0.157
69,2,0.14
92.9,26,0.177
66.4,-16,0.037
73.1,-33,0.057
68.9,-20,0.06
102.4,1,0.474
77.6,56,0.043
86.5,59,0.014
107,1,0.517
101.3,20,0.477
102.7,-8,0.334
88.5,-6,0.2
107.2,-3,0.431
89.4,27,0.063
98.4,41,0.086
82.6,-13,0.097
89,-6,0.2
61.3,-54,0.28
85.3,73,0.001
89.2,50,0.006
74,44,0.174
92.3,5,0.463
89.5,20,0.523
93.4,34,0.074
89,49,0.011
97.7,6,0.609
88.3,0,0.263
65.7,-30,0.063
88.4,-4,0.183
109.2,11,0.946
71.8,-16,0.043
110.4,12,0.883
78.4,64,0.006
91.9,19,0.466
93.1,42,0.003
102,1,0.474
94.5,-16,0.151
97.2,55,0.006
90.4,25,0.126
97,53,0.006
100.7,19,0.357
99.2,16,0.603
107.2,17,0.609
107.2,14,0.763
75.4,11,0.334
95,1,0.363
88.1,0,0.263
77.1,18,0.949
94.7,4,0.48
107.5,14,0.763
50,-68,0.209
98.3,16,0.651
102.9,18,0.48
97.4,14,0.891
94.5,59,0.026
74.4,10,0.291
78.5,-8,0.111
80,-17,0.063
80.9,-17,0.069
78.8,51,0.034
80.5,-41,0.091
89.2,31,0.08
93.5,43,0.003
61.3,-29,0.054
93.2,55,0.006
90.6,3,0.42
62.2,-52,0.283
69.9,-3,0.103
62.6,-46,0.163
78.5,67,0.003
106.8,23,0.934
70.8,-22,0.043
103.1,30,0.76
88.7,-12,0.143
70.7,9,0.249
89.3,-11,0.126
76.2,4,0.229
94.1,43,0.009
85.3,62,0.02
74.4,-49,0.183
69.5,-14,0.063
84.2,2,0.254
95.7,-7,0.183
91.3,-17,0.137
82.1,65,0.001
99.5,34,0.329
108,-20,0.143
76.3,55,0.086
77.4,5,0.237
108.9,-13,0.277
73.4,75,0.001
83.6,-1,0.22
96.4,29,0.266
97.4,-6,0.251
93.8,-4,0.286
97.8,-16,0.189
90.9,8,0.52
89,13,0.911
94.2,-4,0.286
90.8,42,0.009
80.2,-39,0.083
107.6,2,0.511
96.4,14,0.92
100,4,0.54
73.2,1,0.111
103.3,3,0.534
86.2,-23,0.091
88.3,31,0.026
79.7,73,0.001
101.8,3,0.569
80.1,-40,0.094
102.2,18,0.434
88.6,12,0.829
84.2,5,0.394
50.7,-17,0.097
105.3,-11,0.32
98,14,0.903
96.4,-25,0.1
101.9,-20,0.166
86.6,12,0.72
101.6,17,0.483
101.3,20,0.477
86.4,30,0.043
42.9,12,0.209
104.4,5,0.577
105.8,10,0.84
83.2,8,0.391
91.8,63,0.003
100.2,1,0.44
84.2,54,0.026
97.3,34,0.186
83.7,-5,0.166
89.3,33,0.026
104.2,20,0.583
65.7,55,0.029
70.2,-37,0.091
99.8,8,0.583
77.3,62,0.011
78.6,13,0.574
80.9,-16,0.083
64,-25,0.066
104.5,15,0.66
85.9,73,0.001
102.6,35,0.517
100.7,-8,0.243
63.5,-51,0.266
104.3,18,0.489
102.4,3,0.569
90.6,29,0.066
93,25,0.157
89.3,74,0.009
84.3,-40,0.071
76.5,-18,0.057
95.8,45,0.006
76.7,-35,0.046
68.6,-30,0.057
92.3,11,0.703
72.3,22,0.96
99,52,0.011
81.1,47,0.029
98.9,5,0.577
91.8,49,0.006
86.2,8,0.437
81.8,45,0.029
96.2,42,0.04
81.5,-6,0.14
94.4,-19,0.134
82.3,-11,0.077
97.6,-6,0.28
88.6,11,0.629
110.2,10,0.894
82.3,-11,0.077
100.1,29,0.58
86.5,46,0.001
87.8,61,0.02
91,-11,0.151
84.6,0,0.24
77.2,-44,0.109
85.5,11,0.557
80.1,69,0.003
93.9,19,0.414
112.4,28,0.997
69.4,42,0.46
108.8,-24,0.111
95.1,-8,0.209
90.1,18,0.66
65.9,21,0.723
96.5,15,0.786
52.2,2,0.097
102,-13,0.194
99.3,-12,0.246
96.5,4,0.56
79.4,49,0.06
52.8,-16,0.077
87.9,22,0.26
98.5,-5,0.274
82.4,16,0.96
57.9,-27,0.063
67.7,-8,0.051
91.2,-7,0.186
80.7,24,0.457
87,47,0.001
106.5,31,0.926
72.7,-56,0.266
112.3,3,0.583
96.9,55,0.006
101,32,0.509
89.7,12,0.851
86.5,-43,0.069
101.3,34,0.409
83.2,0,0.22
77.7,20,0.98
96.3,46,0.001
103.7,14,0.734
96.1,38,0.069
96.9,30,0.297
91.7,2,0.446
96.7,-7,0.231
86.8,-5,0.186
99.1,9,0.637
98.1,33,0.223
85.7,-14,0.089
95.2,34,0.089
87,18,0.834
84.3,-1,0.22
111.1,30,0.991
71.1,-4,0.066
66.7,-27,0.034
92.9,39,0.034
101.4,32,0.509
66.8,24,0.909
75,61,0.031
96.8,24,0.323
96.3,3,0.469
72.9,-7,0.097
73.6,11,0.32
101.9,-9,0.271
78.3,49,0.071
81.5,5,0.303
75.3,26,0.723
91.5,-33,0.057
86.3,60,0.02
93.8,30,0.171
105.8,-2,0.431
82.5,-8,0.103
75.9,2,0.169
108.7,14,0.757
97.4,17,0.474
73.7,7,0.246
96.6,-1,0.326
94,-10,0.169
57.8,-8,0.069
109.6,25,0.991
93.2,-24,0.103
102,-1,0.466
66.2,-21,0.057
102.6,20,0.551
101.7,12,0.937
80.2,-14,0.051
106,0,0.5
106,34,0.831
100.8,-8,0.243
90.4,-2,0.28
74.7,59,0.029
98.5,40,0.086
109.3,11,0.946
94.8,10,0.709
56.5,-18,0.089
79,26,0.386
96.8,40,0.1
81.1,-51,0.177
96.8,18,0.42
99.2,24,0.491
113.4,2,0.583
88.2,-6,0.194
79.5,69,0.003
99.1,-22,0.14
103,13,0.934
69.9,-9,0.054
101,30,0.606
52.6,-65,0.203
99.2,28,0.534
102.9,-26,0.163
58.1,-44,0.183
74.1,20,0.983
106.3,25,0.937
91.8,39,0.029
102,24,0.623
99.4,65,0.014
64.4,-24,0.057
73.7,-17,0.06
97.6,26,0.446
90,57,0.009
82.9,-21,0.06
66.7,-21,0.066
103.2,33,0.623
55,13,0.154
90.3,5,0.437
81.2,61,0.017
52,21,0.18
71.6,-17,0.049
108.5,22,0.937
85.1,-31,0.071
94.9,-19,0.126
86.2,61,0.02
90.7,-7,0.186
88,-2,0.263
80.7,10,0.48
93.7,0,0.383
96.7,42,0.054
84.6,16,0.986
104.5,10,0.829
49.9,15,0.14
100.4,12,0.934
82.4,63,0.006
77.5,57,0.046
102.8,36,0.471
93,26,0.177
92.4,10,0.657
85.7,42,0.003
86.2,-10,0.134
103,15,0.663
110.5,22,0.974
90.4,49,0.009
96.9,-10,0.246
85.8,67,0.003
86.7,34,0.011
94.2,45,0.017
97.6,40,0.091
87.3,31,0.049
112.6,-10,0.383
87.6,75,0.006
103.3,3,0.534
87.2,10,0.563
97.4,10,0.7
77,2,0.166
92.8,32,0.123
103,0,0.431
86,23,0.271
69.4,-1,0.097
76.6,63,0.009
102.7,-5,0.283
80.5,-16,0.071
74.1,0,0.123
99,-28,0.106
95.5,28,0.28
83.9,-42,0.08
84.7,20,0.669
64.6,85,0.001
75.5,-2,0.106
75.5,-5,0.094
86.7,21,0.42
93.5,-11,0.151
77.2,-66,0.314
97.8,9,0.617
97.4,64,0.017
101.2,0,0.434
86.1,25,0.16
110.5,27,0.994
96.7,32,0.28
93.2,27,0.117
72.1,16,0.617
70.2,-12,0.071
105.1,-3,0.391
73.7,35,0.246
81.6,-19,0.063
85.9,-30,0.077
67.2,61,0.014
83.7,30,0.051
106.4,27,0.966
109.6,23,0.991
111.8,12,0.906
91.7,54,0.009
86.7,31,0.049
76.4,43,0.126
60.9,25,0.517
98.1,35,0.257
63.2,78,0.006
100.8,21,0.391
97.8,8,0.68
69.3,-17,0.049
95.9,-1,0.323
94.2,13,0.957
108.6,-22,0.143
101.4,-10,0.271
92.9,42,0.003
92.3,29,0.111
101.8,16,0.611
85.2,4,0.334
86.2,17,0.957
95.8,14,0.92
92.3,10,0.657
89.7,6,0.48
99.3,9,0.637
101.7,24,0.623
92.6,-6,0.226
62.1,65,0.003
71.7,-16,0.043
97.9,21,0.32
73.6,42,0.194
77.6,22,0.874
100,22,0.42
79.8,-49,0.14
98.3,13,0.937
93.8,11,0.794
105.2,7,0.64
93.5,-8,0.203
104.7,26,0.926
94.2,-30,0.071
76.6,22,0.931
77.1,-24,0.049
89.2,31,0.08
102.6,3,0.534
101.6,30,0.683
81.8,15,0.934
87.2,26,0.111
69.1,43,0.411
97.3,12,0.94
98.1,0,0.369
91.4,-9,0.174
83.7,68,0.003
85.5,66,0.001
94.3,-13,0.123
66.2,-31,0.054
97.8,30,0.42
98.5,15,0.766
85,75,0.003
68.8,4,0.183
92.1,28,0.097
62.1,-6,0.089
113.5,22,0.989
70.9,-41,0.091
81,-11,0.086
87.9,36,0.02
92.8,-24,0.103
95.9,-3,0.311
105.7,13,0.866
76.7,-6,0.071
103.5,12,0.914
55.8,-73,0.16
99.2,24,0.491
99.2,21,0.32
103.4,-12,0.254
54.8,59,0.003
89.9,48,0.006
89.8,50,0.009
103.2,0,0.431
66.5,3,0.126
73,42,0.257
92.7,17,0.631
90.8,-17,0.137
88.6,30,0.066
101.7,39,0.254
93,57,0.011
91.5,49,0.003
71.3,0,0.111
92.3,20,0.346
94.6,-2,0.311
69.6,13,0.317
77.1,22,0.931
103.1,18,0.48
81.9,-30,0.046
95.1,-12,0.143
105.1,-3,0.391
81.4,21,0.809
96.7,19,0.346
47.7,-59,0.229
90.8,51,0.011
98.4,29,0.409
96.3,31,0.211
93.4,4,0.454
108.6,19,0.783
75.7,-3,0.114
66.7,-21,0.066
109.8,-5,0.483
88.5,33,0.031
64.7,4,0.14
83.7,28,0.083
103.2,45,0.083
69.7,64,0.003
74.1,-7,0.08
70.8,45,0.26
96.5,51,0.009
90.4,16,0.94
34.1,-65,0.191
107.2,1,0.517
,,
103,0,0.431
75.2,51,0.094
82.8,38,0.014
75.9,29,0.337
103.8,-7,0.323
86.6,21,0.42
105.5,39,0.523
49,24,0.14
84.1,-9,0.103
89,59,0.029
71.3,-26,0.046
83.9,-9,0.103
88,-11,0.177
101.7,14,0.786
57.2,59,0.003
59.6,9,0.131
76.2,50,0.063
69.7,-16,0.043
,-60,
98.4,-29,0.069
106.6,8,0.654
103.6,29,0.877
79.7,0,0.209
80.7,-30,0.043
65.8,21,0.723
68,11,0.274
105.6,6,0.623
76.4,10,0.297
72.5,26,0.866
109.8,-12,0.309
83.6,19,0.871
81,36,0.026
67.3,47,0.24
71.7,84,0.001
98.7,17,0.471
87.6,63,0.009
91,17,0.777
104.7,4,0.569
74.6,34,0.189
90.9,37,0.031
111.4,18,0.791
85.7,32,0.04
95.5,2,0.4
108.2,28,0.971
85.9,25,0.16
100,12,0.934
83.3,43,0.006
107.5,8,0.683
84.4,4,0.34
96.7,19,0.346
99.9,24,0.523
94.9,33,0.117
84.5,2,0.254
82.4,56,0.031
86.2,19,0.763
67.8,32,0.917
99.2,32,0.377
88,20,0.523
94.7,61,0.017
97,-17,0.151
72.4,12,0.357
91.1,41,0.014
80.8,74,0.001
84.3,2,0.254
94.7,-4,0.314
110.2,2,0.591
107.4,17,0.609
98.6,36,0.246
110.7,32,0.98
48.7,-16,0.117
107,12,0.891
91,18,0.631
92.3,8,0.509
104.3,10,0.837
93.7,29,0.134
97.2,13,0.954
98.7,0,0.4
80.4,-3,0.126
108.8,14,0.757
96.2,10,0.683
100.8,1,0.443
96.7,13,0.954
96.9,1,0.409
67.7,82,0.003
106.6,-2,0.437
86.9,33,0.023
62.3,-47,0.14
95.8,-9,0.231
99.2,17,0.471
83.9,25,0.18
100.3,-24,0.089
71.2,0,0.111
91.9,50,0.009
99.4,67,0.023
101.5,-11,0.234
101.3,38,0.24
91.1,29,0.066
103.9,33,0.72
57.9,-10,0.083
54.5,60,0.001
99.6,16,0.526
100.2,6,0.597
85.1,63,0.011
105.8,18,0.563
100.5,29,0.643
81.8,87,0.001
103.1,53,0.006
94.7,61,0.017
95.2,-11,0.169
99.1,18,0.363
62.5,-7,0.109
93.7,8,0.549
107.2,11,0.909
80.1,5,0.249
75.8,84,0.003
97.1,-1,0.326
100,-23,0.123
71.6,39,0.383
71.8,-5,0.077
85.2,-5,0.169
86.3,-4,0.174
99.6,25,0.546
90.8,44,0.011
94.4,23,0.149
86.1,60,0.02
84.6,37,0.003
105.2,12,0.92
74.4,19,0.957
74.8,19,0.974
91.1,6,0.503
79.8,26,0.289
96.4,26,0.271
66,22,0.791
95.5,53,0.011
97.3,9,0.6
100.4,30,0.574
57,7,0.117
98.3,16,0.651
97.2,23,0.294
102.6,-27,0.146
83.9,71,0.006
73.2,73,0.001
100.5,13,0.906
94.5,34,0.063
96.3,37,0.114
102.1,37,0.394
63.1,-23,0.063
65.4,10,0.211
100.4,-11,0.229
88.2,-8,0.154
100.5,9,0.666
84.9,-1,0.217
89,5,0.383
92.5,7,0.531
96.9,9,0.6
94.2,-9,0.194
80.3,34,0.051
73.1,6,0.223
75,-18,0.066
70.6,67,0.003
71.4,-29,0.043
81.8,24,0.377
95.7,-11,0.183
109.3,5,0.626
94.1,45,0.017
89,34,0.017
75.2,14,0.489
67,2,0.12
82.3,34,0.046
90.2,-30,0.089
52.4,-3,0.111
93.6,3,0.446
90.8,-14,0.123
104.9,-10,0.354
82.1,26,0.146
82.4,-32,0.049
82.9,-21,0.06
91.1,24,0.143
76.6,37,0.086
86.9,30,0.057
83.7,46,0.014
89.7,30,0.083
100.3,-14,0.209
102.5,16,0.569
84,83,0.006
96.5,1,0.409
100.2,45,0.049
95,-15,0.137
90,-7,0.189
90.9,14,0.966
94.6,17,0.491
87.3,16,0.989
86,54,0.014
105.7,6,0.623
101.8,33,0.574
66,6,0.2
101.4,17,0.486
92.2,3,0.426
77.4,-4,0.12
82,69,0.001
95.5,26,0.2
84.4,12,0.589
89.8,5,0.437
78.5,32,0.057
80.8,34,0.043
83.2,2,0.246
102.2,7,0.669
91.2,60,0.006
94.1,25,0.146
65.9,-19,0.054
106.7,-14,0.231
92,-12,0.134
77,13,0.443
87.3,21,0.42
87.6,-8,0.154
92.6,-7,0.191
86.6,37,0.014
68.2,43,0.446
103.5,10,0.837
91.5,3,0.426
72.3,39,0.383
93,55,0.006
84.1,57,0.034
97.7,21,0.32
105.3,-3,0.391
78.1,15,0.766
63.6,68,0.001
88.9,38,0.026
102.1,17,0.483
105.2,12,0.92
97.9,-21,0.143
78.2,6,0.24
80.1,17,0.971
90.7,59,0.009
94.3,14,0.969
85.3,8,0.449
91,1,0.311
89.1,11,0.629
74.8,-3,0.114
91.5,68,0.003
73.9,61,0.011
93.5,33,0.086
92.8,-23,0.12
102.4,-1,0.466
89.2,-10,0.137
106.3,25,0.937
81,-8,0.12
87.2,64,0.009
94.2,26,0.194
81.5,10,0.469
103,20,0.551
100.3,0,0.443
81.9,-18,0.051
95,22,0.189
100.4,18,0.389
102,-5,0.306
87.3,17,0.929
98.7,-6,0.294
100.7,12,0.934
87.7,29,0.046
105.2,18,0.583
88.9,49,0.011
104,29,0.877
87.1,49,0.006
97.7,-7,0.24
91.7,35,0.066
109.6,20,0.926
76.6,-40,0.091
77.3,-31,0.066
91.8,41,0.009
80.7,9,0.429
72.8,15,0.5
67.3,-52,0.237
57.7,-15,0.054
91.2,19,0.489
108.1,15,0.68
56.8,-37,0.097
94,-33,0.063
66.2,-11,0.077
101.4,29,0.643
103,7,0.657
,,
97.1,12,0.94
99.5,1,0.44
86.2,51,0.006
61.4,-16,0.04
61.3,4,0.143
96.1,50,0.003
88.7,9,0.571
89.2,49,0.011
105.6,24,0.934
95,-6,0.251
104.5,21,0.746
81.4,-9,0.103
73.3,68,0.001
102.6,7,0.657
66.8,10,0.217
77.3,36,0.071
84.1,-10,0.103
103.1,25,0.8
92.1,30,0.089
71.4,12,0.306
73.3,21,0.983
103.5,5,0.563
83.3,25,0.197
99.8,-1,0.349
59,-52,0.211
82.4,2,0.246
85.3,8,0.449
74.9,10,0.289
54.2,37,0.171
90.5,46,0.006
96.4,39,0.094
82.9,-21,0.06
98.5,-2,0.354
95.7,-13,0.191
73.9,51,0.14
70.5,-27,0.037
74,36,0.277
97.3,16,0.683
91.4,3,0.42
83.4,-11,0.094
105.7,17,0.54
83,39,0.011
81.7,38,0.017
101.8,40,0.217
94.8,-8,0.209
104.1,4,0.557
88,-11,0.177
84.1,8,0.417
101.7,22,0.571
